id,name,review_count,rating,price,category,latitude,longitude,address,city,state,zip
rDLPdfI6TOsQlTf6AQaCTA,Akari Japanese Restaurant,55,4.0,2.0,Japanese,49.134882957,-122.8919201082,7261 120 Street,Delta,BC,V4C 6P5
d1v5L_0HDvkFhSPx5CfGyw,Mediterranean Maza Bar,16,2.5,2.0,Mediterranean,49.2874677,-123.1287922,"1323 Robson Street, Suite 202",Vancouver,BC,V6E 2B1
At7qKvhtczclWA1TubAayQ,Bun's House,21,4.0,,Chinese,42.4146976,-71.0480985,338 Ferry St,Everett,MA,02149
9H0qPMmkJnK0m22rJa_AZg,Snowbear Bakery,10,3.5,2.0,Chinese,49.210252,-123.140755,135-4200 No 3 Road,Richmond,BC,V6X 2C2
5Ar1f4nBT7F3YHoo9wWPjQ,99 Restaurants,58,3.0,2.0,American,42.5122081,-71.0246581,317 Salem St,Lynnfield,MA,01940
JcxSnoXt1q6LdSEgwJsdRQ,Rogue Kitchen & Wetbar,127,3.5,2.0,American,49.263047,-123.117827,602 West Broadway Avenue,Vancouver,BC,V5Z 3J2
Twl0z_0h_JvJDKS2lxPjVA,I Yit Ho,36,4.0,1.0,Chinese,42.5488738,-71.0063637,"4 Lake St, Ste 3",Peabody,MA,01960
meNKSbzydv2C5RquOqFZAQ,Shirakawa,42,3.5,3.0,Japanese,49.2835046,-123.1047979,"12 Water Street, Suite 115",Vancouver,BC,V6B 1A5
HNY4r-VnJq9JlnQQfdnyZQ,Fin's Sushi & Grill,137,3.5,2.0,Japanese,42.352114,-71.064379,62 Boylston St,Boston,MA,02116
w3HSOOqJednBOYbO3fajvQ,Les Faux Bourgeois,430,4.0,2.0,French,49.2572813531,-123.0897673308,663 E 15th Avenue,Vancouver,BC,V5T 2R6
yfRiuIjdcbUPWDnBHAY02A,Fortune Restaurant,11,3.0,2.0,Chinese,49.2359825396,-123.1196594238,650 41st Avenue W,Vancouver,BC,V5Z 2M9
nMAD8ywU1QBl_RMSM215Bg,Greg's Roast Beef & Pizza,34,2.5,1.0,American,42.5174255,-71.0636716,387 Lowell St,Wakefield,MA,01880
wv314cvTXt7-0dr0SpCQAw,Chipotle Mexican Grill,29,2.5,1.0,Mexican,42.519645,-71.092429,46 Walkers Brook Dr,Reading,MA,01867
0c8NZgbg1Q0vwXMPZTUlvA,Campo di Fiori,6,3.5,,Italian,42.34881,-71.099424,580 Commonwealth Ave,Boston,MA,02228
7lJXIkwfd-SmYGaQhg2zRg,City Works,57,4.0,,American,42.362341,-71.157613,91 Arsenal Yards Blvd,Watertown,MA,02472
QsSq4K2eIJJ2un0uCPMDOQ,Thai Orchid Restaurant,33,4.0,1.0,Thai,49.2491924,-122.8588502,1143 Austin Avenue,Coquitlam,BC,V3K 3P4
pl2Shvm176zKY9IIEeeFYQ,Scratch Kitchen,317,3.5,2.0,American,42.520542,-70.890232,245 Derby St,Salem,MA,01970
96RV4GvZdPahV-brg3hnOQ,The North End,107,4.5,2.0,Italian,42.3636176318,-71.0547208786,,Boston,MA,02455
kqhHw_9KA30_RYk66mMbJA,Pizza Hut,19,1.0,2.0,Italian,49.222595,-122.914629,"800 McBride Boulevard, Suite 20",New Westminster,BC,V3L 2B8
HxegWRjhi7m73mXRI8qQIg,Rangzen Tibetan Place,410,4.0,2.0,Japanese,42.364167,-71.102964,24 Pearl St,Cambridge,MA,02139
UQoW0fr1hdQIrU9oSSoZFA,Chill Winston,343,3.5,2.0,American,49.2835722564,-123.103981088,3 Alexander Street,Vancouver,BC,V6A 1B2
F7xXy4c9pCSQYVG_QxeBSw,Ramen Hachi,43,3.5,2.0,Japanese,49.2015715,-122.9132006,888 Carnarvon Street,New Westminster,BC,V3M 0C6
shG3F0qygLwnbwItDUXRKQ,Golden Pizza & Sandwiches,9,4.0,,Vietnamese,49.191662,-122.83465,13979 104 Avenue,Surrey,BC,V3T 1X1
SqxZZ3GY-vKQnWj1PIserw,Carroll's,168,3.0,2.0,American,42.417915,-71.110155,21 Main St,Medford,MA,02155
-bCDjwbIm-2Hy1yOBwGZyQ,INKA’S Peruvian Resturant,11,4.5,,American,42.490678,-71.015327,"184 Broadway, Unit 10",Saugus,MA,01906
WDVYAEChurLRP4N8yW9IxQ,Parson's Table,38,4.0,3.0,American,42.4514661,-71.1389629,34 Church St,Winchester,MA,01890
bwumyE4f2TOSd1urt621xQ,Joy Luck Bistro,11,3.5,1.0,Chinese,42.5721211,-71.2781791,301 Boston Rd,North Billerica,MA,01862
ZjizmUFYq7NP8N-FAbtzFw,Herrera's,141,3.5,1.0,Mexican,42.3552702,-71.0625677,11 Temple Pl,Boston,MA,02111
kVI7NL59MPnYTx3Lg6PMTw,Aragosta Bar and Bistro,169,3.0,3.0,Italian,42.36723966,-71.0500660036,3 Battery Wharf,Boston,MA,02109
slBGJOdBV1KHzNoWf2e2FQ,Pho 99 Broadway Tech Centre,33,2.0,2.0,Vietnamese,49.2596365,-123.0434793,2915 Hebb Avenue,Vancouver,BC,V5M 3M4
fe82jepc2aVgTWwLGU9kVA,Cathay Kitchen,49,3.5,1.0,Chinese,42.2482483,-71.172422,563 High St,Dedham,MA,02026
01FeyfdV1IozLwDntJW49A,Pho Boi,70,2.5,1.0,Vietnamese,49.2236549,-122.9838496,5505 Kingsway,Burnaby,BC,V5H 2G1
7DQfK76_C5v7KpeP9A85fQ,Comox Street Long Bar,23,3.0,2.0,American,49.2884739,-123.1385573,1763 Comox Street,Vancouver,BC,V6G 1P6
xdRNkYwBW0SdULrUgNYp5Q,Rizzo's Pizzeria & Grille,29,3.5,,American,42.5999126604,-71.0226062357,81 N Main St,Middleton,MA,01949
6EwA03Jcw5VaPc8BNiwrpw,Pizza Hut,31,2.0,1.0,Italian,42.4144302618,-71.0467332602,7 Sycamore St,Everett,MA,02149
IKdGrMfGsrpsQ_dPPjJttg,Sister Sorel,62,4.0,2.0,American,42.342247,-71.075429,647 Tremont St,Boston,MA,02118
_aGG6e3dWYrKyFNpdK_vpA,Sushi Maki Japanese Cuisine,38,3.0,1.0,Japanese,49.2807542,-123.1249069,989 Hornby Street,Vancouver,BC,V6Z 1V3
LMtFiMmdT1XgY2QBomIJPQ,Cha Cha Cha Taqueria,6,3.0,1.0,Mexican,42.3560703,-71.0618519,48 Winter St,Boston,MA,02108
sc6MNZGtDcT4e8b3Jiod-g,Ramen Kobo,38,4.0,2.0,Japanese,49.17711499,-123.1461981458,"7080 River Road, Unit 202",Richmond,BC,V6X 1X5
BJXadWOLyGXzly7Iqx4W_g,El Potro Mexican Grill,281,4.5,2.0,Mexican,42.4193814,-71.080086,156 Highland Ave,Malden,MA,02148
4hXUnA--zT3CpYI70z5YKA,Sushi Wind Japanese Restaurant,13,2.5,1.0,Japanese,49.2511875,-123.0784675,1284 Kingsway,Vancouver,BC,V5V 3E1
ZHbiidBB8LVmh_hQQbRjig,Thai Son Restaurant,109,3.5,1.0,Vietnamese,49.2629941,-123.0967589,373 E Broadway,Vancouver,BC,V5T 1W6
oYpQs22iUr68hSiTh7pMRA,Restaurante Cesaria,130,4.0,2.0,African,42.306897,-71.06660294,266 Bowdoin St,Boston,MA,02122
u-tcnG8zdDG8QWYTctxyfg,Cactus Club Cafe,126,3.5,2.0,American,49.2633734327,-123.1171303272,575 Broadway W,Vancouver,BC,V5Z 1E6
pVJfXUOnJcNchRlnldfSzw,Boloco,89,3.5,1.0,American,42.3577576619,-71.059044191,27 School St,Boston,MA,02108
E2RG4QrJVGgsYfjSyithZA,L2 Leone,7,3.0,4.0,Italian,49.2861632,-123.1142765,350 Howe Street,Vancouver,BC,V6C 1A1
NUnKnDbigZs0-82X9eMWOQ,Roasty Jack,14,4.5,1.0,American,49.2681552,-123.0005819,4567 Lougheed Highway,Burnaby,BC,V5C 3Z6
mKgqjVBcEJD3JwEx1k27jQ,Navraj Sweets & Restaurant,15,4.5,2.0,Indian,49.150180143,-122.8664377498,"8148 128 Street, Unit 386",Surrey,BC,V3W
dYezyZvEPYK0HRmgPxc5Ng,Croma,101,3.5,2.0,Italian,42.349557,-71.083595,269 Newbury St,Boston,MA,02228
_wxfT0VYU3couUnWqMgjMA,May's Cafe Chinese Food,66,3.5,1.0,Chinese,42.4054749,-71.1083572,367 Main St,Medford,MA,02155
UAtX7xmIfdd1W2Pebf6NWg,Sidebar Boston,251,3.5,1.0,American,42.3564016,-71.0600964,14 Bromfield St,Boston,MA,02108
m9pfBlAWk1dSKgchyhkC0A,Del Frisco's Grille,193,3.0,3.0,American,42.32297,-71.1686122,"33 Boylston St, Ste 3370",Chestnut Hill,MA,02467
ynF99WDWAz3KS2vPOZoq9Q,"George's Roast Beef, Seafood and Pizza",63,2.5,1.0,American,42.463119,-70.940228,124 Broad St,Lynn,MA,01901
QFEEm3joTWU5ZF4suCuRPQ,Five Horses Tavern,469,4.0,2.0,Italian,42.3417445442,-71.0805253553,535 Columbus Ave,Boston,MA,02118
BOzdu1Rv8ootQpnSBdhrng,Beantown Pho & Grill,431,4.0,2.0,Vietnamese,42.3491028,-71.083413,272 Newbury St,Boston,MA,02116
EwmbXInzS4A9LuFG6C3Otg,Tian Shi Fu,22,2.0,2.0,Chinese,49.17879,-123.132851,8251 Alexandra Rd,Richmond,BC,V6X 1C3
NXHW9lTvBYNuf-mWsu8eTg,Finz Seafood & Grill,768,4.0,2.0,American,42.5196273329,-70.8876224208,86 Wharf St,Salem,MA,01970
EGsftsHMWmKF3mc2UQoQug,Wah Wing Restaurant,77,3.5,2.0,Chinese,49.2720872,-122.7895436,207-2748 Lougheed Highway,Port Coquitlam,BC,V3B 6P2
-7yf2-ax6xpxCXPpHHfNLA,Mambo Cafe,36,3.5,1.0,Thai,49.1841117,-123.1335429,4151 Hazelbridge Way,Richmond,BC,V6X 4J7
ypXUr_4z-xyjmOPcA-3aOg,Caprese Pizza & Grill,33,2.5,1.0,Italian,42.3966042,-71.1039422,516 Medford St,Somerville,MA,02145
9SRMF94SD6vss_y_4PuAAQ,Larosa's,40,4.5,1.0,Italian,42.55656,-71.1819321,211 Main St,Wilmington,MA,01887
QjVWuM44xkd2sOVmwW5csg,Dumpling House,134,3.5,2.0,Chinese,42.3315276,-71.2069073,870 Walnut St,Newton,MA,02461
CIuNre-2JhMOZLkaLeBtRA,Scoozi Newbury,243,3.5,2.0,Italian,42.3498806,-71.0820826,237 Newbury St,Boston,MA,02116
QOLrOmZiFL7o19ZMQ-VngQ,Shanghai Imperial Cuisine,14,4.0,2.0,Chinese,49.2104358,-123.1305805,8329 Oak Street,Vancouver,BC,V6P 4A9
rxlk8I5k1W1LoRjWK1mVww,Cucina Mia Cafe and Deli,113,4.5,1.0,Italian,42.250801,-70.999516,94 Washington St,Quincy,MA,02169
cvQ8bvFSudHcWZRNJGRgHQ,Charles River Bistro,49,2.5,2.0,American,42.357306,-71.073675,1 David G Mugar Way,Boston,MA,02114
vPXrpTMN3Z4IjcX4ZbrlJQ,Bay Pointe Waterfront Restaurant,322,3.0,2.0,American,42.2467818,-70.976326,64 Washington Ct,Quincy,MA,02169
jEgPbLvz1WmErDgcyR75ew,Uncle Mickeys Place,29,3.0,1.0,Italian,42.5614872,-71.202516,296 Shawsheen Ave,Wilmington,MA,01887
pK4Elh8VjZxKWxqcc6nDBQ,Yassou,28,4.5,,Mediterranean,42.4244338,-71.1827051,1323 Massachusetts Ave,Arlington,MA,02476
nZUFVUaat9GiJuhgSoLGfA,Mandrake Bar & Bistro,52,3.0,2.0,American,42.549733,-70.878241,252 Cabot St,Beverly,MA,01915
vVF-M6yj3uUljHFZ_WXeiw,Oppa Sushi,301,4.5,2.0,Japanese,42.350904,-71.1313152,185 Harvard Ave,Boston,MA,02134
FshDOi6T-Ubt9AxEifsq2g,Craft & Cork Kitchen + Taphouse,8,1.5,,American,49.2485987284,-122.8172074383,2662 Austin Avenue,Coquitlam,BC,V3K 7B6
WPrY9K874pABkAqSxO17nw,Showcase Restaurant & Bar,112,4.0,2.0,American,49.2878816,-123.1204418,1122 West Hastings Street,Vancouver,BC,V6E 4R5
o7BAXaR9sH_rXqItyRxIJg,Viet Citron,78,4.5,,Vietnamese,42.472278,-71.2109914,47 Middlesex Turnpike,Burlington,MA,01803
EQAAhPw7ytb6QZHqfx-b6Q,Falafellas,14,4.0,,Mediterranean,42.350809,-71.1309336,1217 Commonwealth Ave,Allston,MA,02134
6h4ihhBJjFv6S7j0JSQZFg,Lucky Garden,14,3.0,1.0,Chinese,42.3717757,-70.9703685,522 Shirley St,Winthrop,MA,02152
TylHuTK8-iNoHuyAlDMGzg,Pho Japolo,74,3.5,1.0,Vietnamese,49.3251265,-123.1242638,2070 Marine Drive,North Vancouver,BC,V7P
LtJVSLSocrP2BK8YOl7bJQ,Lilly's Gourmet Pasta Express,168,4.0,2.0,Italian,42.3323643816,-71.0999974907,1528 Tremont St,Boston,MA,02120
E7RX3qd4hl3JErjLXgRYhQ,Shiosai Sushi,16,4.5,1.0,Japanese,49.2370053,-123.0330495,5228 Joyce Street,Vancouver,BC,V5R 6C9
B26t_y4TZnjSl7EcWLzkzg,Mis Trucos,54,3.0,3.0,Mediterranean,49.2810963,-123.1319944,1141 Davie St,Vancouver,BC,V6E
qthkmspyL4cvODhzwVLGlA,Bertucci's,35,2.5,2.0,Italian,42.3079185486,-71.2780227661,380 Washington St,Wellesley,MA,02481
5jl8H2jqtErIHgOCyFRKxA,Journeyman,185,4.0,4.0,American,42.3800947885,-71.0944714291,9 Sanborn Ct,Somerville,MA,02143
BCJdTd2NX4sMJFZnhsu8ug,Soup Shack - Brookline,82,4.5,2.0,Vietnamese,42.3452497,-71.126551,401 Harvard St,Brookline,MA,02446
J4Oln2xg4LR9_jbRuQNYjQ,Amelia's Taqueria,162,3.5,1.0,Mexican,42.3411809027,-71.0874344975,309 Huntington Ave,Boston,MA,02115
sNDfYZP9OYypywbi33aSxw,Top Shanghai Cuisine Restaurant,199,3.5,2.0,Chinese,49.171282,-123.135086,120-8100 Ackroyd Road,Richmond,BC,V6X 3K2
QAZU8ClDz9XK03SU5jjEjA,Fresh Is Best,11,4.5,2.0,Mexican,49.2640107,-123.1716367,2972 W Broadway,Vancouver,BC,V6K 2G8
ZWAobV9Ek53H6elHoa9TuA,Thai Express,26,2.5,1.0,Thai,49.2877178815,-123.115131855,200 Granville Street,Vancouver,BC,V6C 1S4
NE7h2eCXPy36xpSTUUQkHg,Harry's 240 Restaurant,16,3.5,3.0,American,42.5496089,-70.884046,240 Rantoul St,Beverly,MA,01915
NZFt3xW1JttDoe0ca-Vd6Q,Taco Bell,27,2.5,1.0,Mexican,42.1541095815,-71.2048298236,124 Providence Highway,East Walpole,MA,02032
mL-iVogwzxQ2Ynso3nv-tQ,Little Thai Cafe,110,3.5,2.0,Thai,42.3661629,-71.1856655,51 Main St,Watertown,MA,02472
i4pp2IZZMaDpvExOVEcwlg,Bodhi Choi Heung Vegetarian Restaurant,15,3.0,2.0,Chinese,49.2497659,-123.0900825,3932 Fraser Street,Vancouver,BC,V5V 4E4
gQTFbOmyYOteDr7cXmjcWg,Joe Tecce's Ristorante & Caffe,29,2.5,2.0,Italian,42.364695,-71.0582692,61 N Washington St,Boston,MA,02114
j3DPEjXYPu5JdEOUjHpVbw,Spade,36,3.5,2.0,Italian,49.2679697,-123.0693353,1858 Commercial Drive,Vancouver,BC,V5N 4A5
AXOH-3PeRK0RVbZiYoaEjg,Yummy Falafel,7,2.0,,Mediterranean,49.2768483517,-122.7951248735,2991 Lougheed Highway,Coquitlam,BC,V3B 6J6
jMz_y_-cWMfiZF7Q5snE6Q,Ramen Danbo,445,4.5,2.0,Japanese,49.2874959132,-123.1289341673,1333 Robson Street,Vancouver,BC,V6E 2B1
GkSSKDjFHKG9DlecIKSttg,Kyoto Takenoko,52,4.0,2.0,Japanese,49.1493378,-123.1826711,16-8671 No 1 Rd,Richmond,BC,V7C 1V2
5OBXDr_-BMq4Mif-AyuSYA,Nisa's Thai,154,4.0,2.0,Thai,42.1542138,-71.1460817,622 Washington St,Canton,MA,02021
TBWsEHR7Bt5qGB2dee_5KA,JOS,34,4.5,2.0,Italian,49.2890737079,-123.1220084776,1190 W Cordova St,Vancouver,BC,V6E
yNSC_jiaEfMAZBeLU77G4Q,Steveston Village Vietnamese Restaurant,72,3.5,2.0,Vietnamese,49.124246475,-123.180953002,120-12480 No 1 Road,Richmond,BC,V7E 6N2
ZwZRd0vUKdHM_wK0SyQOYA,Oye's Restaurant & Bar,59,3.5,2.0,Chinese,42.499295,-71.014768,44 Broadway,Saugus,MA,01906
JyvZRVWCxkgoDpAtQh21UQ,The Brook Kitchen & Tap,99,3.5,2.0,American,42.1491423,-71.0089639,200 S Franklin St,Holbrook,MA,02343
cfujUi-l6_xIBLK2l-wPvw,Choice Fast Food,12,3.5,1.0,Indian,49.2792864,-123.1270535,1117 Hornby Street,Vancouver,BC,V6Z
3wCZzsr7y0JC0Wp5v7hJbQ,Panda Express,18,3.5,1.0,Chinese,42.368507,-71.0766,100 Cambridgeside Pl,Cambridge,MA,02141
uo8kklLY1LK9mh11BPwywQ,Kiriri,92,3.5,2.0,Japanese,49.1549127,-123.1258404,"8780 Blundell Road, Ste 190",Richmond,BC,V6Y 3Y8
2JXYhDw9bTOobKb_cYp5jQ,Relish Burger Bistro,51,2.5,2.0,American,42.3948169,-71.2598579,70 3rd Ave,Waltham,MA,02451
OMF9EFdNGGL14cn7x4nk4g,The Blue Ox,569,4.5,3.0,Spanish,42.4632801,-70.947593,191 Oxford St,Lynn,MA,01901
Yf1es-trm_zKungOxOkz-A,Hops Test Kitchen & Raw Bar,128,4.5,2.0,Italian,42.373277,-71.098366,1248 Cambridge St,Cambridge,MA,02139
sJB75snIZ4vFGipFOmoDyA,Renee's Kitchen,8,5.0,,American,42.287863693,-71.3346714423,148 E Central St,Natick,MA,01760
pmvBtlp2MrU0P8jjqdzwLw,Gingeri Chinese Cuisine,74,3.0,2.0,Chinese,49.17597,-123.13064,5300 No 3 Rd,Richmond,BC,V6X 2X9
lt1ug5EbtOKY2WagY62U3g,Zo Greek,361,4.5,1.0,Greek,42.360484,-71.060919,3 Center Plz,Boston,MA,02108
bxy3khT-2R66tcdKjFa2pw,Posto,952,4.0,2.0,Italian,42.3930843,-71.1202673,187 Elm St,Somerville,MA,02144
RcoqobK8LivwgkEE25p-EA,Peppinos Dosa,44,4.0,,Indian,42.368817,-71.2371947,434 Moody St,Waltham,MA,02453
0tog1ie_gzOwLJF2h0saXA,Chef Hung Taiwanese Beef Noodle,10,2.0,,Chinese,49.2781809,-122.9098695,"9055 University High Street, Unit 109",Burnaby,BC,V5A 0A7
2ILe62hVJfiZEOcKxFYKDA,Mystic Station,421,4.5,2.0,American,42.4272503,-71.0708219,139 Pleasant St,Malden,MA,02148
l_x49glkQuAz9kg-Cw4RXA,Pizza Hut,15,1.5,1.0,Italian,42.4623781844,-70.9498733282,39 State St,Lynn,MA,01901
MgFQdSQPSYFb6psj3IAukA,Sciué Italian Bakery Caffé,22,3.0,2.0,Italian,49.2869515,-123.1221841,1115 Melville St,Vancouver,BC,V6E 0A7
